platform,day_of_week,post_hour,post_type,media_type,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,post_month,post_is_weekend,confirmed_donation_count,confirmed_monetary_value,led_to_donation
Facebook,Wednesday,8,EducationalContent,Video,4,0,False,None,AwarenessRaising,Emotional,159,False,Summer of Safety,False,0.0,23.303510396567088,19.94381953818057,367,121,87,34,77,5672.0,0.0785,117,2,3755.45,2423,0.0,0.0,0.0,0.0,4,0,0,0.0,0
LinkedIn,Thursday,11,ImpactStory,Text,2,0,False,None,Education,Grateful,158,False,Summer of Safety,False,0.0,18.160614990551604,15.428970333546731,85,40,22,12,21,0.0,0.0908,31,3,23140.62,496,0.0,0.0,0.0,0.0,4,0,0,0.0,0
TikTok,Friday,3,EducationalContent,Video,4,0,False,None,Health,Hopeful,151,False,Summer of Safety,False,0.0,13.842316586470194,12.363714455354573,15,3,2,1,7,1069.0,0.0282,5,0,0.0,916,0.0,0.0,0.0,0.0,4,0,0,0.0,0
TikTok,Friday,22,Campaign,Reel,2,0,True,SignUp,Health,Urgent,170,False,None,False,0.0,25.673281332097435,22.172137708032523,839,384,366,120,419,10649.0,0.1626,430,23,53317.35,916,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Facebook,Saturday,7,EventPromotion,Photo,2,0,False,None,Health,Grateful,122,False,Summer of Safety,True,0.0,18.79622448167202,16.492605301641515,61,35,14,7,26,0.0,0.0474,40,0,0.0,2423,0.0,0.0,0.0,0.0,4,1,0,0.0,0
TikTok,Sunday,10,EventPromotion,Reel,5,0,True,SignUp,DonorImpact,Informative,134,False,None,False,0.0,20.7276564602925,18.83590913995477,140,56,40,23,171,6303.0,0.0609,90,0,0.0,930,0.0,0.0,0.0,0.0,4,1,0,0.0,0
Twitter,Sunday,13,ImpactStory,Reel,3,0,False,None,SafehouseLife,Celebratory,149,True,Summer of Safety,False,0.0,20.44364830601273,17.598068443446127,315,79,67,16,37,2434.0,0.0861,57,17,48126.35,1222,0.0,0.0,0.0,0.0,4,1,0,0.0,0
YouTube,Tuesday,17,FundraisingAppeal,Video,1,0,True,ShareStory,SafehouseLife,Celebratory,141,False,None,False,0.0,22.811080012400435,19.262268865594187,1123,184,183,87,213,3982.0,0.2295,267,20,48630.97,620,179190.0,45.0,366.0,0.0,4,0,1,999.49,1
Facebook,Wednesday,7,ThankYou,Photo,2,1,False,None,Reintegration,Grateful,102,False,Summer of Safety,True,0.0,19.654832766704484,17.16460438759558,97,38,18,8,42,0.0,0.0442,42,0,0.0,2489,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Facebook,Wednesday,10,ImpactStory,Photo,3,2,True,LearnMore,Education,Informative,153,True,Summer of Safety,False,0.0,26.96746178304287,23.50052871825586,991,293,317,80,407,0.0,0.0986,386,114,59300.32,2479,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Twitter,Monday,6,ImpactStory,Video,1,1,False,None,DonorImpact,Hopeful,82,True,Summer of Safety,False,0.0,20.421532001922447,17.662088295722167,134,45,43,10,50,5134.0,0.0501,33,8,36001.85,1228,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Facebook,Tuesday,0,EducationalContent,Text,3,0,False,None,Reintegration,Hopeful,138,False,None,False,0.0,10.089578364356765,8.371145502019365,3,1,0,0,3,0.0,0.0275,0,0,0.0,2479,0.0,0.0,0.0,0.0,4,0,0,0.0,0
TikTok,Tuesday,19,ThankYou,Reel,3,0,True,SignUp,DonorImpact,Grateful,134,False,Summer of Safety,False,0.0,26.63693977345102,23.55659478380917,1316,223,219,121,422,14651.0,0.1429,584,4,4208.03,930,0.0,0.0,0.0,0.0,4,0,0,0.0,0
TikTok,Wednesday,10,ImpactStory,Reel,2,0,False,None,DonorImpact,Urgent,113,True,None,True,0.0,24.138323049576627,20.772788185944904,388,144,150,33,88,10847.0,0.0723,105,28,39126.08,916,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Facebook,Thursday,2,EducationalContent,Photo,2,2,False,None,Education,Hopeful,131,False,None,False,0.0,11.631499909706832,10.275522378112457,7,1,1,0,5,0.0,0.0248,1,0,0.0,2479,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Facebook,Thursday,5,EventPromotion,Photo,3,0,False,None,Health,Urgent,123,False,Summer of Safety,False,0.0,12.938395477202679,11.581726882987834,11,2,3,0,6,0.0,0.0229,3,0,0.0,2479,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Facebook,Thursday,10,ImpactStory,Photo,3,0,False,None,Health,Urgent,122,True,Summer of Safety,False,0.0,19.335332831782953,16.358029472201153,179,88,76,18,39,0.0,0.1214,42,24,113130.36,2489,0.0,0.0,0.0,0.0,4,0,0,0.0,0
WhatsApp,Friday,16,ImpactStory,Video,0,1,True,DonateNow,SafehouseLife,Informative,121,True,Summer of Safety,False,0.0,12.292763269692315,10.815596415820167,21,3,10,2,21,703.0,0.0546,3,9,42493.61,1543,0.0,0.0,0.0,24.0,4,0,0,0.0,0
WhatsApp,Saturday,21,EventPromotion,Text,0,2,False,None,Gratitude,Hopeful,134,False,Summer of Safety,False,0.0,12.27670475838964,11.164749811011994,24,11,5,3,5,0.0,0.0896,9,0,0.0,1543,0.0,0.0,0.0,10.0,4,1,0,0.0,0
Instagram,Wednesday,4,ImpactStory,Photo,1,0,False,None,DonorImpact,Informative,80,True,Summer of Safety,False,0.0,17.372645182275143,14.665357436992537,18,3,9,2,24,0.0,0.0184,6,1,4351.04,1782,0.0,0.0,0.0,0.0,4,0,0,0.0,0
WhatsApp,Thursday,12,ThankYou,Photo,0,2,True,SignUp,Reintegration,Grateful,73,False,None,False,0.0,14.347015226889807,12.49191917879894,20,5,6,2,26,0.0,0.055,7,0,0.0,1543,0.0,0.0,0.0,14.0,4,0,0,0.0,0
Facebook,Tuesday,17,FundraisingAppeal,Carousel,3,0,True,ShareStory,Education,Emotional,156,False,Summer of Safety,True,0.0,26.96746178304287,23.55659478380917,1495,312,336,189,807,0.0,0.1232,710,49,171236.15,2423,0.0,0.0,0.0,0.0,4,0,0,0.0,0
Twitter,Wednesday,22,ThankYou,Text,0,0,True,DonateNow,Reintegration,Grateful,73,False,Summer of Safety,False,0.0,9.257027950874008,8.058917731036344,5,0,1,0,8,0.0,0.0599,2,0,0.0,1228,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Instagram,Thursday,13,FundraisingAppeal,Carousel,3,0,True,DonateNow,EventRecap,Hopeful,144,False,None,False,0.0,24.312391413283056,21.672971859044797,1130,230,211,121,415,0.0,0.1742,251,19,69911.88,969,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Instagram,Thursday,19,ThankYou,Photo,3,1,False,None,Education,Grateful,113,False,None,False,0.0,16.270344856927156,13.786262005966508,101,25,12,8,15,0.0,0.0963,39,0,0.0,1833,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Facebook,Friday,23,EducationalContent,Photo,3,0,False,None,Education,Informative,145,False,None,True,0.0,26.082458369133136,22.39284221097613,241,57,42,27,98,0.0,0.0357,119,0,0.0,2489,0.0,0.0,0.0,0.0,5,0,0,0.0,0
YouTube,Monday,15,ImpactStory,Video,0,0,True,DonateNow,AwarenessRaising,Hopeful,156,True,None,False,0.0,26.96746178304287,23.55659478380917,748,364,560,136,598,11750.0,0.1347,532,53,239173.94,572,2350000.0,200.0,380.0,0.0,5,0,0,0.0,0
Facebook,Friday,14,Campaign,Video,4,0,True,ShareStory,DonorImpact,Urgent,137,False,Summer of Safety,True,0.0,17.97479125098096,15.524766406277784,110,57,34,14,94,2649.0,0.1074,75,2,9615.64,1637,0.0,0.0,0.0,0.0,5,0,0,0.0,0
TikTok,Friday,14,Campaign,Reel,5,0,True,LearnMore,DonorImpact,Emotional,122,False,Summer of Safety,False,0.0,14.830147945697394,12.558913535749662,74,8,19,7,41,650.0,0.1069,19,1,4073.38,930,0.0,0.0,0.0,0.0,5,0,0,0.0,0
TikTok,Saturday,11,ImpactStory,Reel,4,1,False,None,AwarenessRaising,Urgent,171,True,Summer of Safety,False,0.0,26.96746178304287,23.55659478380917,467,213,313,63,199,15947.0,0.0617,119,98,232003.02,930,0.0,0.0,0.0,0.0,5,1,0,0.0,0
TikTok,Sunday,5,EducationalContent,Photo,4,1,False,None,Education,Emotional,191,False,None,False,0.0,11.489889034906213,9.594454564071436,3,1,1,0,3,0.0,0.0256,1,0,0.0,930,0.0,0.0,0.0,0.0,5,1,0,0.0,0
WhatsApp,Sunday,9,ImpactStory,Text,0,0,False,None,Health,Emotional,77,True,Summer of Safety,False,0.0,13.737801467692604,11.782003277468933,48,28,41,7,8,0.0,0.1558,17,26,147513.81,1543,0.0,0.0,0.0,121.0,5,1,0,0.0,0
Facebook,Sunday,9,ImpactStory,Photo,3,3,False,None,Health,Hopeful,148,True,None,True,0.0,26.782791309619597,23.20210143843771,729,228,324,52,169,0.0,0.0782,141,26,113166.72,2479,0.0,0.0,0.0,0.0,5,1,0,0.0,0
LinkedIn,Sunday,10,Campaign,Text,3,2,True,LearnMore,Reintegration,Urgent,141,False,Summer of Safety,False,0.0,18.993917279601757,16.55496157068231,259,47,81,34,92,0.0,0.1775,125,14,195256.43,463,0.0,0.0,0.0,0.0,5,1,1,0.0,1
Facebook,Monday,17,Campaign,Carousel,4,1,True,LearnMore,EventRecap,Informative,140,False,Summer of Safety,True,0.0,24.039689779359588,20.784663601987216,221,83,50,39,200,0.0,0.0521,63,9,33905.89,2479,0.0,0.0,0.0,0.0,5,0,0,0.0,0
WhatsApp,Tuesday,8,ImpactStory,Reel,0,3,False,None,SafehouseLife,Informative,132,True,Summer of Safety,False,0.0,18.960154797874004,17.017168855066608,120,32,62,13,35,2174.0,0.0535,20,43,66592.79,1517,0.0,0.0,0.0,140.0,5,0,0,0.0,0
Instagram,Tuesday,16,Campaign,Photo,1,1,True,DonateNow,Education,Hopeful,125,False,None,True,0.0,23.910281733907674,21.642343101674395,411,101,72,39,307,0.0,0.0821,261,5,3617.66,1833,0.0,0.0,0.0,0.0,5,0,0,0.0,0
TikTok,Tuesday,21,EventPromotion,Reel,2,0,True,ShareStory,CampaignLaunch,Informative,127,False,None,False,0.0,20.278795164716765,18.21604728745598,255,73,36,34,162,6583.0,0.1042,126,0,0.0,916,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Twitter,Wednesday,11,Campaign,Text,0,1,True,LearnMore,Health,Hopeful,138,False,Summer of Safety,False,0.0,11.089161724296064,9.310582336959541,32,9,3,2,13,0.0,0.1385,10,0,0.0,1041,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Twitter,Friday,20,ImpactStory,Text,2,1,True,LearnMore,DonorImpact,Celebratory,99,True,None,False,0.0,18.205701441108705,15.51814766993104,217,39,96,17,55,0.0,0.1226,92,10,20721.69,1228,0.0,0.0,0.0,0.0,5,0,0,0.0,0
TikTok,Tuesday,3,ImpactStory,Reel,4,0,True,DonateNow,Education,Celebratory,129,False,None,False,0.0,18.599487726951565,16.776369793382813,106,32,15,9,131,2889.0,0.0454,36,2,9383.08,493,0.0,0.0,0.0,0.0,5,0,0,0.0,0
YouTube,Wednesday,0,Campaign,Video,3,0,True,SignUp,DonorImpact,Grateful,158,False,Summer of Safety,False,0.0,20.417501859286453,17.24823240623544,54,9,12,5,106,3605.0,0.0299,13,1,4580.9,572,2098110.0,582.0,388.0,0.0,5,0,0,0.0,0
TikTok,Wednesday,7,Campaign,Reel,4,0,True,LearnMore,SafehouseLife,Urgent,147,False,Summer of Safety,False,0.0,18.024570199618754,15.605621810042045,85,35,28,7,75,1874.0,0.0698,18,3,14501.08,916,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Twitter,Wednesday,17,EventPromotion,Text,1,0,False,None,Education,Emotional,133,False,None,False,0.0,18.29769355624954,15.893244144802315,219,56,69,20,34,0.0,0.1328,93,1,4226.52,1222,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Facebook,Friday,9,ThankYou,Photo,3,1,False,None,DonorImpact,Celebratory,93,False,Summer of Safety,False,0.0,16.758465894888573,14.107837753456325,156,28,16,10,13,0.0,0.128,22,0,0.0,2489,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Facebook,Friday,19,Campaign,Carousel,4,3,True,LearnMore,Education,Informative,149,False,Summer of Safety,False,0.0,18.338726942975327,16.24227393715352,142,45,29,23,93,0.0,0.0895,29,3,13229.92,2479,0.0,0.0,0.0,0.0,5,0,0,0.0,0
WhatsApp,Friday,20,EducationalContent,Text,0,3,False,None,Education,Hopeful,129,False,None,False,0.0,11.175634274900869,10.037026090226798,38,13,6,3,3,0.0,0.1305,15,0,0.0,1543,0.0,0.0,0.0,13.0,5,0,0,0.0,0
WhatsApp,Saturday,8,ImpactStory,Video,0,1,False,None,EventRecap,Informative,134,False,Summer of Safety,False,0.0,18.107528217882077,15.657318265781539,110,19,13,12,23,3065.0,0.0683,22,13,31628.47,1522,0.0,0.0,0.0,36.0,5,1,0,0.0,0
Facebook,Sunday,6,EducationalContent,Carousel,2,3,True,DonateNow,DonorImpact,Informative,123,False,Summer of Safety,False,0.0,18.536521350701783,16.623504246930043,48,11,14,9,122,0.0,0.0375,28,0,0.0,2479,0.0,0.0,0.0,0.0,5,1,0,0.0,0
WhatsApp,Monday,19,ImpactStory,Photo,0,2,True,SignUp,Reintegration,Urgent,111,True,Summer of Safety,False,0.0,17.996627076285947,15.748516657080142,173,67,125,22,67,0.0,0.1632,85,119,168687.98,1543,0.0,0.0,0.0,223.0,5,0,0,0.0,0
TikTok,Tuesday,1,EventPromotion,Reel,4,0,True,ShareStory,SafehouseLife,Urgent,117,False,None,False,0.0,17.64590569769495,16.023725083505003,53,14,13,4,78,1839.0,0.031,17,0,0.0,916,0.0,0.0,0.0,0.0,5,0,0,0.0,0
WhatsApp,Wednesday,13,ImpactStory,Video,0,0,False,None,EventRecap,Celebratory,67,True,Summer of Safety,False,0.0,14.643026714949608,12.572176615180387,53,14,21,6,9,1274.0,0.0909,26,7,23902.23,1543,0.0,0.0,0.0,40.0,5,0,0,0.0,0
Facebook,Wednesday,16,ThankYou,Photo,3,0,True,LearnMore,DonorImpact,Urgent,117,False,None,False,0.0,14.274042489020282,12.432917794571429,36,18,17,5,22,0.0,0.0953,23,0,0.0,2489,0.0,0.0,0.0,0.0,5,0,0,0.0,0
Twitter,Friday,4,Campaign,Carousel,2,1,True,SignUp,EventRecap,Grateful,140,False,Summer of Safety,False,0.0,12.511103786375559,11.25950886829356,12,4,2,1,18,0.0,0.0302,5,0,0.0,1228,0.0,0.0,0.0,0.0,5,0,0,0.0,0
LinkedIn,Saturday,9,ThankYou,Carousel,1,1,True,SignUp,Education,Hopeful,89,False,Back to School,False,0.0,17.856253265212924,15.428970333546731,109,53,35,29,62,0.0,0.1306,61,1,12835.65,463,0.0,0.0,0.0,0.0,6,1,0,0.0,0
LinkedIn,Sunday,9,EducationalContent,Text,3,0,True,SignUp,Gratitude,Urgent,144,False,None,True,0.0,23.764780841333987,20.701815245666428,615,198,312,113,310,0.0,0.2033,390,6,45368.15,463,0.0,0.0,0.0,0.0,6,1,0,0.0,0
Facebook,Monday,10,ImpactStory,Carousel,3,0,False,None,SafehouseLife,Grateful,163,True,None,False,0.0,26.657125106105312,23.55659478380917,1070,252,339,147,212,0.0,0.0935,265,70,213659.26,2479,0.0,0.0,0.0,0.0,6,0,1,1136.62,1
Instagram,Tuesday,13,EventPromotion,Reel,3,0,False,None,DonorImpact,Celebratory,124,False,Back to School,False,0.0,26.852938512341176,23.284435091694995,1688,303,354,131,136,16623.0,0.1909,292,6,15197.13,1796,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Facebook,Wednesday,11,EventPromotion,Carousel,4,2,True,ShareStory,Gratitude,Urgent,114,False,Back to School,False,0.0,25.5909535236633,22.16276427434056,684,337,246,170,259,0.0,0.1696,505,3,2005.45,2479,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Instagram,Thursday,13,EventPromotion,Photo,5,2,True,DonateNow,Reintegration,Informative,115,False,Back to School,False,0.0,23.128172460452845,20.26321037395551,250,144,68,40,216,0.0,0.087,93,1,2490.32,1833,0.0,0.0,0.0,0.0,6,0,0,0.0,0
YouTube,Friday,4,EducationalContent,Video,5,0,True,LearnMore,Gratitude,Grateful,130,False,None,False,0.0,16.094774868790864,14.006440705387083,18,4,4,2,63,1583.0,0.0274,9,0,0.0,620,23745.0,15.0,396.0,0.0,6,0,0,0.0,0
Facebook,Tuesday,20,ImpactStory,Reel,1,0,False,None,SafehouseLife,Grateful,124,True,None,False,0.0,24.28904243709434,20.54974851542751,335,60,225,36,93,7213.0,0.0823,149,44,166734.29,2489,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Facebook,Wednesday,1,ThankYou,Photo,3,0,True,LearnMore,AwarenessRaising,Urgent,93,False,None,False,0.0,12.449916113092474,11.119670372798144,12,5,3,1,18,0.0,0.04,3,0,0.0,2489,0.0,0.0,0.0,0.0,6,0,0,0.0,0
YouTube,Wednesday,16,ThankYou,Video,3,1,False,None,Education,Informative,134,False,None,False,0.0,23.87680903380297,20.63400966394036,343,48,83,45,99,6729.0,0.0758,131,1,2295.74,620,403740.0,60.0,398.0,0.0,6,0,0,0.0,0
Instagram,Sunday,8,ImpactStory,Photo,1,0,False,None,DonorImpact,Hopeful,134,True,Back to School,False,0.0,13.064175721041895,10.967470050636981,24,7,11,2,6,0.0,0.0602,6,2,7605.57,1833,0.0,0.0,0.0,0.0,6,1,0,0.0,0
Instagram,Sunday,22,ImpactStory,Photo,3,0,False,None,Gratitude,Informative,148,True,None,False,0.0,22.93793059261616,20.286574062695802,239,51,117,35,60,0.0,0.0605,116,25,16186.4,1833,0.0,0.0,0.0,0.0,6,1,0,0.0,0
Instagram,Monday,10,EventPromotion,Photo,1,0,True,ShareStory,SafehouseLife,Hopeful,124,False,None,False,0.0,21.28758506204479,19.08353479204085,269,67,79,46,218,0.0,0.1295,207,1,1109.11,1782,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Facebook,Monday,16,ImpactStory,Reel,1,0,False,None,CampaignLaunch,Urgent,211,True,None,False,0.0,20.177805394605585,17.280376755322372,121,45,69,14,44,2641.0,0.0677,52,12,59455.17,2489,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Twitter,Wednesday,4,ThankYou,Text,3,1,True,ShareStory,AwarenessRaising,Grateful,138,False,None,True,0.0,17.388404622337628,15.65088784927331,51,17,9,3,80,0.0,0.031,23,0,0.0,1222,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Facebook,Wednesday,17,ImpactStory,Photo,2,0,False,None,Education,Hopeful,211,False,Back to School,False,0.0,17.262750331907057,14.969684823070809,67,18,15,9,16,0.0,0.0697,23,2,6618.65,2489,0.0,0.0,0.0,0.0,6,0,0,0.0,0
WhatsApp,Thursday,9,EducationalContent,Photo,0,1,False,None,CampaignLaunch,Hopeful,166,False,None,False,0.0,14.8684304448564,13.065497503469224,94,15,19,9,9,0.0,0.1178,21,1,3099.28,1543,0.0,0.0,0.0,55.0,6,0,0,0.0,0
YouTube,Thursday,12,EducationalContent,Video,2,2,False,None,SafehouseLife,Grateful,169,False,None,True,0.0,26.96746178304287,23.55659478380917,979,173,194,69,306,21636.0,0.0533,232,1,4016.96,572,9043848.0,418.0,403.0,0.0,6,0,0,0.0,0
Facebook,Friday,0,EducationalContent,Photo,3,0,False,None,Gratitude,Hopeful,150,False,None,False,0.0,12.506039938911368,11.339692582522746,6,4,2,0,5,0.0,0.0245,4,0,0.0,2479,0.0,0.0,0.0,0.0,6,0,0,0.0,0
YouTube,Friday,9,EventPromotion,Video,2,1,False,None,Education,Grateful,127,False,Back to School,False,0.0,15.957072186418483,13.690175681969874,35,11,9,5,18,1150.0,0.0542,21,0,0.0,620,721050.0,627.0,403.0,0.0,6,0,0,0.0,0
Twitter,Saturday,16,FundraisingAppeal,Photo,2,0,True,SignUp,Gratitude,Celebratory,141,False,Back to School,False,0.0,14.489488799529425,12.602951400782104,92,30,18,11,29,0.0,0.1927,38,3,8987.98,1222,0.0,0.0,0.0,0.0,6,1,0,0.0,0
Instagram,Monday,13,Campaign,Video,4,0,True,ShareStory,AwarenessRaising,Emotional,171,False,Back to School,False,0.0,25.3207153270304,22.22992980869944,1433,299,467,139,277,13822.0,0.2184,698,97,60074.77,1782,0.0,0.0,0.0,0.0,6,0,1,0.0,1
Facebook,Tuesday,5,ThankYou,Carousel,1,0,False,None,Health,Informative,98,False,None,False,0.0,16.49647737557684,14.009549066836952,14,4,2,1,17,0.0,0.0141,6,0,0.0,2479,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Facebook,Tuesday,21,ImpactStory,Carousel,4,0,True,SignUp,Reintegration,Grateful,166,True,Back to School,False,0.0,19.191032229956644,16.67039206823741,128,24,73,20,134,0.0,0.0833,40,10,12795.88,2489,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Instagram,Wednesday,21,ImpactStory,Photo,4,2,False,None,Health,Informative,143,False,None,False,0.0,19.276582597890847,16.663474403039753,153,35,27,14,32,0.0,0.0704,54,5,18971.09,1833,0.0,0.0,0.0,0.0,6,0,0,0.0,0
YouTube,Saturday,12,ImpactStory,Video,4,1,False,None,DonorImpact,Informative,127,False,None,True,0.0,26.96746178304287,23.55659478380917,348,74,85,43,200,15136.0,0.0325,179,19,11575.23,572,1165472.0,77.0,407.0,0.0,6,1,0,0.0,0
Facebook,Sunday,4,FundraisingAppeal,Carousel,4,2,True,LearnMore,EventRecap,Hopeful,143,False,None,True,0.0,23.99380151399422,21.61155471987588,141,52,23,24,277,0.0,0.0268,29,4,12083.44,1370,0.0,0.0,0.0,0.0,6,1,0,0.0,0
Facebook,Sunday,9,ImpactStory,Video,2,1,False,None,Reintegration,Emotional,142,True,Back to School,False,0.0,18.36929781018537,16.111976102393164,211,75,86,19,34,2790.0,0.142,52,27,40881.39,2489,0.0,0.0,0.0,0.0,6,1,0,0.0,0
LinkedIn,Monday,12,ImpactStory,Photo,2,1,True,LearnMore,AwarenessRaising,Informative,122,True,Back to School,False,0.0,14.337134293618506,12.330994374021163,37,10,20,4,33,0.0,0.0885,26,6,33408.13,463,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Friday,1,EventPromotion,Video,0,0,False,None,Reintegration,Emotional,123,False,None,False,0.0,9.19516626397904,8.280838657788985,4,0,1,0,2,198.0,0.0335,2,0,0.0,2423,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Twitter,Friday,4,ImpactStory,Text,3,0,True,LearnMore,AwarenessRaising,Celebratory,128,True,Back to School,False,0.0,9.002299634174266,7.746694924505492,5,0,1,0,4,0.0,0.0382,1,0,0.0,1228,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Friday,20,EventPromotion,Video,4,1,False,None,Gratitude,Informative,129,False,None,False,0.0,17.257372807263756,14.939672436905388,118,41,16,15,22,1457.0,0.0948,34,0,0.0,1796,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Friday,21,EventPromotion,Video,2,0,False,None,AwarenessRaising,Grateful,136,False,None,False,0.0,23.997211504650014,20.43653711927989,385,95,89,40,102,7550.0,0.1063,95,1,4815.53,1782,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Sunday,10,FundraisingAppeal,Video,1,1,True,SignUp,DonorImpact,Grateful,200,False,Back to School,False,0.0,24.357232645702002,21.258878067663403,531,228,84,60,306,11861.0,0.1016,289,11,19243.95,1833,0.0,0.0,0.0,0.0,7,1,1,573.6,1
Facebook,Tuesday,23,ImpactStory,Photo,2,0,True,LearnMore,SafehouseLife,Hopeful,151,False,Back to School,False,0.0,17.243005137713034,15.145648466465513,53,29,20,10,78,0.0,0.0698,18,6,27359.27,2423,0.0,0.0,0.0,0.0,7,0,0,0.0,0
WhatsApp,Thursday,5,ThankYou,Video,0,1,False,None,SafehouseLife,Informative,89,False,None,True,0.0,15.900876348572115,14.065114930999883,18,6,2,2,15,1149.0,0.0175,4,0,0.0,1543,0.0,0.0,0.0,3.0,7,0,0,0.0,0
Twitter,Thursday,9,EducationalContent,Photo,2,0,False,None,AwarenessRaising,Informative,190,False,None,False,0.0,18.128826397505705,15.298800190876022,64,28,16,10,25,0.0,0.0679,19,0,0.0,1222,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Thursday,11,EventPromotion,Photo,3,0,False,None,CampaignLaunch,Grateful,117,False,Back to School,False,0.0,23.017607145829647,19.912510257437155,400,135,70,37,72,0.0,0.1124,106,2,2809.13,1796,0.0,0.0,0.0,0.0,7,0,0,0.0,0
TikTok,Friday,13,Campaign,Reel,3,1,True,SignUp,Reintegration,Emotional,138,False,None,False,0.0,20.384146760560295,17.7489838988358,207,101,65,19,120,5443.0,0.0985,119,3,10305.57,916,0.0,0.0,0.0,0.0,7,0,0,0.0,0
LinkedIn,Monday,14,ThankYou,Text,2,1,True,SignUp,DonorImpact,Grateful,116,False,Back to School,False,0.0,15.54154520961636,14.0405084359361,33,21,8,4,47,0.0,0.0561,15,0,0.0,463,0.0,0.0,0.0,0.0,7,0,0,0.0,0
WhatsApp,Wednesday,23,EducationalContent,Reel,0,3,True,DonateNow,DonorImpact,Urgent,159,False,Back to School,False,0.0,18.115144487208482,15.761100223897683,71,29,36,10,106,1582.0,0.0759,46,1,4798.83,1517,0.0,0.0,0.0,68.0,7,0,1,0.0,1
LinkedIn,Sunday,15,EventPromotion,Photo,2,1,True,LearnMore,DonorImpact,Urgent,130,False,None,False,0.0,10.87151053021864,9.386584664144982,13,6,6,1,12,0.0,0.0947,10,0,0.0,463,0.0,0.0,0.0,0.0,7,1,0,0.0,0
TikTok,Monday,14,EducationalContent,Reel,3,0,False,None,SafehouseLife,Hopeful,214,False,Back to School,True,0.0,25.785370775279183,22.655595657099344,437,93,84,47,128,14012.0,0.063,181,2,6182.35,916,0.0,0.0,0.0,0.0,7,0,0,0.0,0
YouTube,Monday,22,ImpactStory,Reel,5,0,True,ShareStory,Health,Informative,159,True,Back to School,False,0.0,26.96746178304287,23.55659478380917,275,99,122,36,567,15307.0,0.0382,153,42,172208.96,572,7974947.0,521.0,420.0,0.0,7,0,0,0.0,0
LinkedIn,Tuesday,11,EducationalContent,Photo,3,0,False,None,CampaignLaunch,Hopeful,159,False,None,True,0.0,19.934340467825976,17.852145262680523,284,47,53,27,43,0.0,0.1092,62,0,0.0,457,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Twitter,Tuesday,16,ImpactStory,Photo,3,0,False,None,Health,Informative,115,True,None,False,0.0,23.316125187590067,19.734201670113904,239,80,99,29,74,0.0,0.0705,112,21,17486.05,1228,0.0,0.0,0.0,0.0,7,0,0,0.0,0
YouTube,Wednesday,3,ImpactStory,Video,2,0,True,LearnMore,Gratitude,Celebratory,147,True,Back to School,False,0.0,21.1866145624744,18.366047348847776,180,52,73,10,145,6758.0,0.0459,62,13,30758.59,620,1270504.0,188.0,421.0,0.0,7,0,0,0.0,0
LinkedIn,Friday,18,EducationalContent,Text,3,1,True,LearnMore,Gratitude,Celebratory,144,False,None,False,0.0,13.737801467692604,12.018267013656438,61,13,7,4,25,0.0,0.0956,13,0,0.0,496,0.0,0.0,0.0,0.0,7,0,0,0.0,0
YouTube,Tuesday,18,EventPromotion,Video,5,3,False,None,Education,Informative,138,False,Back to School,True,0.0,24.171618212244578,21.171533600354852,362,43,54,47,120,9929.0,0.0654,180,0,0.0,399,3663801.0,369.0,424.0,0.0,7,0,0,0.0,0
